117,117,117
120,120,120
122,122,122
122,122,122
122,122,122
124,124,124
122,122,122
120,120,120
125,125,125
126,126,126
121,121,121
120,120,120
118,118,118
111,111,111
102,102,102
111,111,111
105,105,105
96,96,96
98,98,98
94,94,94
92,92,92
98,98,98
100,100,100
105,105,105
103,103,103
104,104,104
108,108,108
109,109,109
104,104,104
109,109,109
107,107,107
108,108,108
108,108,108
109,109,109
104,104,104
108,108,108
105,105,105
104,104,104
109,109,109
108,108,108
104,104,104
111,111,111
111,111,111
111,111,111
112,112,112
118,118,118
126,126,126
137,137,137
148,148,148
159,159,159
168,168,168
176,176,176
181,181,181
189,189,189
182,182,182
189,189,189
194,194,194
193,193,193
187,187,187
181,181,181
182,182,182
178,178,178
173,173,173
165,165,165
165,165,165
161,161,161
160,160,160
161,161,161
164,164,164
168,168,168
174,174,174
173,173,173
176,176,176
169,169,169
164,164,164
163,163,163
156,156,156
157,157,157
160,160,160
164,164,164
168,168,168
172,172,172
173,173,173
167,167,167
159,159,159
156,156,156
150,150,150
151,151,151
157,157,157
154,154,154
156,156,156
157,157,157
159,159,159
159,159,159
159,159,159
161,161,161
157,157,157
155,155,155
147,147,147
146,146,146
146,146,146
146,146,146
138,138,138
137,137,137
131,131,131
133,133,133
128,128,128
130,130,130
134,134,134
128,128,128
125,125,125
112,112,112
108,108,108
115,115,115
115,115,115
120,120,120
121,121,121
125,125,125
128,128,128
117,117,117
118,118,118
121,121,121
117,117,117
111,111,111
121,121,121
125,125,125
118,118,118
130,130,130
135,135,135
137,137,137
120,120,120
107,107,107
126,126,126
137,137,137
134,134,134
142,142,142
139,139,139
134,134,134
135,135,135
135,135,135
135,135,135
128,128,128
113,113,113
109,109,109
104,104,104
104,104,104
105,105,105
111,111,111
141,141,141
150,150,150
146,146,146
146,146,146
144,144,144
143,143,143
142,142,142
142,142,142
139,139,139
141,141,141
139,139,139
141,141,141
144,144,144
143,143,143
141,141,141
128,128,128
130,130,130
121,121,121
109,109,109
128,128,128
137,137,137
137,137,137
139,139,139
137,137,137
138,138,138
141,141,141
138,138,138
137,137,137
134,134,134
138,138,138
134,134,134
135,135,135
135,135,135
137,137,137
137,137,137
137,137,137
134,134,134
134,134,134
131,131,131
131,131,131
134,134,134
134,134,134
134,134,134
134,134,134
133,133,133
131,131,131
133,133,133
135,135,135
134,134,134
133,133,133
131,131,131
133,133,133
133,133,133
134,134,134
134,134,134
134,134,134
131,131,131
131,131,131
131,131,131
128,128,128
129,129,129
129,129,129
128,128,128
128,128,128
130,130,130
126,126,126
126,126,126
133,133,133
129,129,129
129,129,129
125,125,125
128,128,128
125,125,125
128,128,128
128,128,128
125,125,125
128,128,128
126,126,126
126,126,126
124,124,124
126,126,126
128,128,128
121,121,121
118,118,118
124,124,124
120,120,120
125,125,125
122,122,122
126,126,126
121,121,121
117,117,117
113,113,113
107,107,107
115,115,115
112,112,112
113,113,113
111,111,111
108,108,108
102,102,102
100,100,100
96,96,96
100,100,100
109,109,109
116,116,116
111,111,111
118,118,118
111,111,111
116,116,116
112,112,112
115,115,115
113,113,113
115,115,115
109,109,109
109,109,109
103,103,103
102,102,102
100,100,100
107,107,107
107,107,107
104,104,104
108,108,108
107,107,107
107,107,107
107,107,107
102,102,102
113,113,113
109,109,109
112,112,112
111,111,111
107,107,107
113,113,113
107,107,107
109,109,109
111,111,111
116,116,116
113,113,113
94,94,94
86,86,86
90,90,90
91,91,91
89,89,89
68,68,68
66,66,66
74,74,74
90,90,90
104,104,104
94,94,94
105,105,105
109,109,109
104,104,104
95,95,95
112,112,112
91,91,91
104,104,104
121,121,121
107,107,107
98,98,98
90,90,90
105,105,105
108,108,108
107,107,107
111,111,111
107,107,107
108,108,108
111,111,111
107,107,107
118,118,118
122,122,122
100,100,100
69,69,69
63,63,63
76,76,76
65,65,65
63,63,63
66,66,66
70,70,70
65,65,65
77,77,77
95,95,95
107,107,107
112,112,112
111,111,111
109,109,109
95,95,95
95,95,95
100,100,100
107,107,107
105,105,105
113,113,113
118,118,118
113,113,113
108,108,108
99,99,99
95,95,95
95,95,95
99,99,99
94,94,94
100,100,100
95,95,95
91,91,91
100,100,100
107,107,107
111,111,111
111,111,111
118,118,118
124,124,124
120,120,120
116,116,116
116,116,116
125,125,125
133,133,133
133,133,133
130,130,130
133,133,133
131,131,131
133,133,133
134,134,134
131,131,131
135,135,135
121,121,121
122,122,122
134,134,134
129,129,129
129,129,129
122,122,122
122,122,122
120,120,120
120,120,120
121,121,121
118,118,118
117,117,117
112,112,112
112,112,112
125,125,125
135,135,135
137,137,137
129,129,129
125,125,125
118,118,118
118,118,118
121,121,121
116,116,116
118,118,118
125,125,125
120,120,120
118,118,118
122,122,122
134,134,134
133,133,133
134,134,134
138,138,138
146,146,146
131,131,131
108,108,108
102,102,102
81,81,81
82,82,82
100,100,100
95,95,95
92,92,92
90,90,90
104,104,104
87,87,87
86,86,86
122,122,122
133,133,133
139,139,139
137,137,137
148,148,148
138,138,138
130,130,130
137,137,137
151,151,151
160,160,160
122,122,122
109,109,109
138,138,138
147,147,147
115,115,115
134,134,134
134,134,134
111,111,111
133,133,133
152,152,152
137,137,137
124,124,124
133,133,133
143,143,143
147,147,147
139,139,139
138,138,138
141,141,141
126,126,126
125,125,125
121,121,121
121,121,121
122,122,122
126,126,126
125,125,125
124,124,124
108,108,108
100,100,100
96,96,96
92,92,92
134,134,134
143,143,143
142,142,142
142,142,142
139,139,139
141,141,141
141,141,141
143,143,143
141,141,141
143,143,143
134,134,134
135,135,135
141,141,141
139,139,139
141,141,141
137,137,137
141,141,141
137,137,137
137,137,137
138,138,138
141,141,141
139,139,139
134,134,134
134,134,134
134,134,134
141,141,141
131,131,131
128,128,128
121,121,121
125,125,125
129,129,129
126,126,126
125,125,125
122,122,122
129,129,129
113,113,113
116,116,116
117,117,117
113,113,113
115,115,115
111,111,111
115,115,115
117,117,117
113,113,113
116,116,116
115,115,115
113,113,113
111,111,111
118,118,118
117,117,117
117,117,117
117,117,117
121,121,121
118,118,118
122,122,122
124,124,124
122,122,122
124,124,124
124,124,124
126,126,126
121,121,121
121,121,121
122,122,122
117,117,117
112,112,112
113,113,113
109,109,109
109,109,109
109,109,109
99,99,99
99,99,99
95,95,95
98,98,98
95,95,95
103,103,103
108,108,108
105,105,105
109,109,109
103,103,103
105,105,105
104,104,104
111,111,111
112,112,112
107,107,107
104,104,104
109,109,109
104,104,104
108,108,108
103,103,103
107,107,107
105,105,105
104,104,104
112,112,112
111,111,111
108,108,108
108,108,108
107,107,107
115,115,115
117,117,117
125,125,125
134,134,134
150,150,150
154,154,154
160,160,160
164,164,164
173,173,173
183,183,183
183,183,183
189,189,189
190,190,190
185,185,185
190,190,190
186,186,186
182,182,182
180,180,180
177,177,177
168,168,168
167,167,167
146,146,146
156,156,156
157,157,157
161,161,161
168,168,168
173,173,173
176,176,176
174,174,174
174,174,174
168,168,168
163,163,163
157,157,157
157,157,157
152,152,152
164,164,164
167,167,167
174,174,174
169,169,169
173,173,173
165,165,165
161,161,161
156,156,156
155,155,155
160,160,160
161,161,161
159,159,159
167,167,167
168,168,168
164,164,164
173,173,173
169,169,169
172,172,172
173,173,173
168,168,168
163,163,163
161,161,161
150,150,150
146,146,146
142,142,142
143,143,143
147,147,147
147,147,147
141,141,141
141,141,141
137,137,137
138,138,138
137,137,137
135,135,135
134,134,134
134,134,134
134,134,134
129,129,129
128,128,128
117,117,117
109,109,109
113,113,113
117,117,117
122,122,122
122,122,122
122,122,122
126,126,126
125,125,125
121,121,121
120,120,120
118,118,118
116,116,116
108,108,108
112,112,112
125,125,125
142,142,142
141,141,141
141,141,141
125,125,125
108,108,108
129,129,129
144,144,144
144,144,144
139,139,139
142,142,142
141,141,141
137,137,137
134,134,134
137,137,137
124,124,124
109,109,109
107,107,107
107,107,107
107,107,107
108,108,108
115,115,115
146,146,146
143,143,143
141,141,141
143,143,143
146,146,146
143,143,143
144,144,144
144,144,144
142,142,142
143,143,143
143,143,143
141,141,141
138,138,138
138,138,138
139,139,139
130,130,130
124,124,124
116,116,116
105,105,105
125,125,125
138,138,138
139,139,139
137,137,137
138,138,138
138,138,138
135,135,135
134,134,134
137,137,137
137,137,137
137,137,137
137,137,137
137,137,137
137,137,137
135,135,135
138,138,138
137,137,137
134,134,134
131,131,131
129,129,129
131,131,131
135,135,135
131,131,131
130,130,130
133,133,133
133,133,133
133,133,133
131,131,131
133,133,133
133,133,133
131,131,131
134,134,134
134,134,134
129,129,129
131,131,131
133,133,133
131,131,131
134,134,134
131,131,131
131,131,131
128,128,128
133,133,133
131,131,131
128,128,128
129,129,129
124,124,124
130,130,130
130,130,130
129,129,129
128,128,128
129,129,129
129,129,129
130,130,130
129,129,129
128,128,128
125,125,125
125,125,125
126,126,126
125,125,125
122,122,122
125,125,125
122,122,122
125,125,125
125,125,125
125,125,125
122,122,122
120,120,120
118,118,118
121,121,121
124,124,124
118,118,118
112,112,112
113,113,113
104,104,104
113,113,113
116,116,116
113,113,113
113,113,113
108,108,108
98,98,98
98,98,98
102,102,102
100,100,100
105,105,105
120,120,120
115,115,115
113,113,113
111,111,111
115,115,115
112,112,112
105,105,105
116,116,116
113,113,113
111,111,111
112,112,112
105,105,105
104,104,104
107,107,107
104,104,104
104,104,104
105,105,105
108,108,108
107,107,107
109,109,109
108,108,108
105,105,105
107,107,107
108,108,108
111,111,111
109,109,109
107,107,107
113,113,113
111,111,111
109,109,109
111,111,111
111,111,111
108,108,108
98,98,98
77,77,77
91,91,91
90,90,90
90,90,90
69,69,69
69,69,69
77,77,77
91,91,91
102,102,102
91,91,91
99,99,99
112,112,112
99,99,99
95,95,95
109,109,109
89,89,89
103,103,103
117,117,117
111,111,111
98,98,98
89,89,89
112,112,112
109,109,109
109,109,109
116,116,116
111,111,111
109,109,109
112,112,112
109,109,109
112,112,112
124,124,124
95,95,95
61,61,61
59,59,59
64,64,64
65,65,65
63,63,63
65,65,65
74,74,74
74,74,74
96,96,96
109,109,109
116,116,116
111,111,111
103,103,103
96,96,96
99,99,99
99,99,99
104,104,104
103,103,103
113,113,113
111,111,111
103,103,103
94,94,94
96,96,96
96,96,96
95,95,95
91,91,91
98,98,98
105,105,105
98,98,98
96,96,96
92,92,92
104,104,104
107,107,107
112,112,112
121,121,121
129,129,129
125,125,125
124,124,124
125,125,125
128,128,128
125,125,125
126,126,126
120,120,120
116,116,116
113,113,113
120,120,120
124,124,124
115,115,115
108,108,108
117,117,117
120,120,120
125,125,125
126,126,126
126,126,126
130,130,130
128,128,128
126,126,126
124,124,124
124,124,124
126,126,126
121,121,121
107,107,107
107,107,107
120,120,120
133,133,133
130,130,130
130,130,130
131,131,131
129,129,129
129,129,129
117,117,117
113,113,113
120,120,120
125,125,125
131,131,131
121,121,121
113,113,113
120,120,120
121,121,121
129,129,129
137,137,137
142,142,142
137,137,137
141,141,141
129,129,129
111,111,111
91,91,91
96,96,96
112,112,112
103,103,103
94,94,94
82,82,82
90,90,90
86,86,86
83,83,83
121,121,121
130,130,130
125,125,125
129,129,129
142,142,142
137,137,137
133,133,133
137,137,137
156,156,156
159,159,159
125,125,125
98,98,98
139,139,139
147,147,147
111,111,111
128,128,128
135,135,135
116,116,116
134,134,134
148,148,148
148,148,148
121,121,121
125,125,125
138,138,138
146,146,146
144,144,144
142,142,142
144,144,144
134,134,134
126,126,126
120,120,120
120,120,120
124,124,124
124,124,124
124,124,124
115,115,115
105,105,105
104,104,104
102,102,102
94,94,94
138,138,138
143,143,143
138,138,138
142,142,142
141,141,141
134,134,134
138,138,138
137,137,137
137,137,137
137,137,137
138,138,138
139,139,139
141,141,141
141,141,141
139,139,139
137,137,137
137,137,137
139,139,139
137,137,137
135,135,135
133,133,133
138,138,138
134,134,134
138,138,138
135,135,135
138,138,138
134,134,134
130,130,130
121,121,121
126,126,126
122,122,122
124,124,124
125,125,125
128,128,128
125,125,125
112,112,112
111,111,111
112,112,112
116,116,116
113,113,113
115,115,115
120,120,120
120,120,120
118,118,118
113,113,113
117,117,117
117,117,117
116,116,116
118,118,118
121,121,121
118,118,118
122,122,122
125,125,125
117,117,117
124,124,124
120,120,120
117,117,117
120,120,120
116,116,116
112,112,112
109,109,109
103,103,103
100,100,100
95,95,95
95,95,95
98,98,98
99,99,99
100,100,100
102,102,102
104,104,104
109,109,109
105,105,105
108,108,108
107,107,107
107,107,107
112,112,112
109,109,109
108,108,108
105,105,105
108,108,108
107,107,107
105,105,105
109,109,109
108,108,108
107,107,107
111,111,111
105,105,105
107,107,107
107,107,107
112,112,112
108,108,108
116,116,116
121,121,121
128,128,128
138,138,138
144,144,144
156,156,156
167,167,167
172,172,172
174,174,174
181,181,181
182,182,182
182,182,182
181,181,181
183,183,183
181,181,181
181,181,181
177,177,177
173,173,173
172,172,172
159,159,159
155,155,155
152,152,152
150,150,150
157,157,157
156,156,156
165,165,165
168,168,168
168,168,168
174,174,174
167,167,167
163,163,163
163,163,163
154,154,154
157,157,157
156,156,156
161,161,161
167,167,167
168,168,168
172,172,172
170,170,170
165,165,165
159,159,159
156,156,156
157,157,157
161,161,161
163,163,163
164,164,164
165,165,165
172,172,172
178,178,178
180,180,180
181,181,181
178,178,178
180,180,180
177,177,177
172,172,172
168,168,168
168,168,168
163,163,163
159,159,159
156,156,156
150,150,150
155,155,155
154,154,154
155,155,155
151,151,151
150,150,150
147,147,147
144,144,144
146,146,146
139,139,139
134,134,134
135,135,135
131,131,131
125,125,125
131,131,131
122,122,122
130,130,130
120,120,120
124,124,124
116,116,116
109,109,109
111,111,111
116,116,116
118,118,118
117,117,117
120,120,120
122,122,122
122,122,122
120,120,120
121,121,121
122,122,122
126,126,126
118,118,118
111,111,111
121,121,121
134,134,134
141,141,141
146,146,146
137,137,137
124,124,124
128,128,128
142,142,142
144,144,144
150,150,150
146,146,146
135,135,135
134,134,134
135,135,135
137,137,137
126,126,126
112,112,112
108,108,108
111,111,111
105,105,105
107,107,107
112,112,112
143,143,143
142,142,142
146,146,146
143,143,143
142,142,142
142,142,142
138,138,138
139,139,139
143,143,143
139,139,139
138,138,138
138,138,138
142,142,142
142,142,142
141,141,141
131,131,131
126,126,126
120,120,120
109,109,109
126,126,126
130,130,130
141,141,141
141,141,141
138,138,138
134,134,134
134,134,134
134,134,134
134,134,134
135,135,135
135,135,135
137,137,137
141,141,141
134,134,134
137,137,137
137,137,137
134,134,134
131,131,131
137,137,137
133,133,133
135,135,135
134,134,134
134,134,134
137,137,137
129,129,129
133,133,133
135,135,135
134,134,134
135,135,135
134,134,134
134,134,134
134,134,134
133,133,133
129,129,129
131,131,131
131,131,131
130,130,130
131,131,131
133,133,133
130,130,130
130,130,130
133,133,133
129,129,129
128,128,128
133,133,133
126,126,126
133,133,133
129,129,129
129,129,129
128,128,128
129,129,129
126,126,126
128,128,128
126,126,126
125,125,125
125,125,125
126,126,126
126,126,126
126,126,126
120,120,120
122,122,122
128,128,128
126,126,126
122,122,122
120,120,120
120,120,120
121,121,121
121,121,121
124,124,124
125,125,125
121,121,121
116,116,116
112,112,112
104,104,104
116,116,116
111,111,111
111,111,111
111,111,111
102,102,102
104,104,104
104,104,104
99,99,99
99,99,99
107,107,107
108,108,108
113,113,113
115,115,115
113,113,113
112,112,112
113,113,113
112,112,112
111,111,111
116,116,116
111,111,111
105,105,105
102,102,102
104,104,104
109,109,109
104,104,104
103,103,103
104,104,104
109,109,109
104,104,104
112,112,112
103,103,103
105,105,105
109,109,109
111,111,111
111,111,111
111,111,111
109,109,109
108,108,108
104,104,104
116,116,116
112,112,112
111,111,111
109,109,109
92,92,92
79,79,79
91,91,91
90,90,90
94,94,94
77,77,77
73,73,73
74,74,74
90,90,90
100,100,100
96,96,96
96,96,96
112,112,112
109,109,109
94,94,94
107,107,107
95,95,95
99,99,99
115,115,115
109,109,109
95,95,95
81,81,81
102,102,102
108,108,108
111,111,111
109,109,109
115,115,115
113,113,113
113,113,113
111,111,111
121,121,121
118,118,118
94,94,94
64,64,64
57,57,57
68,68,68
64,64,64
65,65,65
69,69,69
78,78,78
96,96,96
105,105,105
108,108,108
111,111,111
105,105,105
98,98,98
100,100,100
102,102,102
105,105,105
107,107,107
105,105,105
115,115,115
107,107,107
90,90,90
87,87,87
85,85,85
89,89,89
92,92,92
87,87,87
89,89,89
95,95,95
102,102,102
98,98,98
100,100,100
111,111,111
115,115,115
121,121,121
125,125,125
128,128,128
130,130,130
116,116,116
115,115,115
117,117,117
122,122,122
120,120,120
115,115,115
113,113,113
112,112,112
115,115,115
107,107,107
105,105,105
116,116,116
118,118,118
118,118,118
124,124,124
117,117,117
109,109,109
108,108,108
113,113,113
118,118,118
126,126,126
126,126,126
137,137,137
133,133,133
129,129,129
111,111,111
113,113,113
124,124,124
121,121,121
129,129,129
129,129,129
130,130,130
126,126,126
121,121,121
118,118,118
113,113,113
120,120,120
131,131,131
135,135,135
125,125,125
113,113,113
124,124,124
124,124,124
126,126,126
141,141,141
142,142,142
134,134,134
137,137,137
124,124,124
102,102,102
100,100,100
95,95,95
83,83,83
83,83,83
95,95,95
92,92,92
76,76,76
83,83,83
128,128,128
124,124,124
120,120,120
125,125,125
135,135,135
134,134,134
133,133,133
139,139,139
155,155,155
159,159,159
118,118,118
107,107,107
144,144,144
144,144,144
115,115,115
129,129,129
131,131,131
116,116,116
125,125,125
148,148,148
142,142,142
117,117,117
126,126,126
137,137,137
142,142,142
144,144,144
141,141,141
143,143,143
139,139,139
124,124,124
121,121,121
120,120,120
122,122,122
122,122,122
124,124,124
121,121,121
104,104,104
102,102,102
98,98,98
89,89,89
131,131,131
139,139,139
141,141,141
134,134,134
139,139,139
135,135,135
137,137,137
134,134,134
135,135,135
137,137,137
137,137,137
137,137,137
137,137,137
142,142,142
138,138,138
138,138,138
138,138,138
134,134,134
137,137,137
137,137,137
137,137,137
134,134,134
137,137,137
137,137,137
131,131,131
138,138,138
134,134,134
125,125,125
125,125,125
131,131,131
120,120,120
125,125,125
124,124,124
124,124,124
120,120,120
116,116,116
115,115,115
112,112,112
111,111,111
117,117,117
117,117,117
120,120,120
120,120,120
121,121,121
118,118,118
120,120,120
116,116,116
118,118,118
118,118,118
122,122,122
111,111,111
113,113,113
111,111,111
108,108,108
103,103,103
99,99,99
96,96,96
94,94,94
86,86,86
94,94,94
94,94,94
99,99,99
103,103,103
102,102,102
103,103,103
105,105,105
111,111,111
104,104,104
107,107,107
108,108,108
109,109,109
109,109,109
108,108,108
108,108,108
107,107,107
109,109,109
105,105,105
105,105,105
107,107,107
115,115,115
109,109,109
108,108,108
111,111,111
109,109,109
116,116,116
124,124,124
129,129,129
137,137,137
141,141,141
151,151,151
159,159,159
164,164,164
169,169,169
176,176,176
173,173,173
174,174,174
176,176,176
178,178,178
178,178,178
173,173,173
172,172,172
170,170,170
163,163,163
160,160,160
155,155,155
151,151,151
151,151,151
148,148,148
152,152,152
160,160,160
160,160,160
163,163,163
164,164,164
159,159,159
165,165,165
155,155,155
150,150,150
146,146,146
150,150,150
160,160,160
161,161,161
163,163,163
168,168,168
168,168,168
163,163,163
163,163,163
160,160,160
152,152,152
156,156,156
156,156,156
160,160,160
163,163,163
168,168,168
170,170,170
176,176,176
177,177,177
181,181,181
183,183,183
183,183,183
181,181,181
181,181,181
173,173,173
178,178,178
174,174,174
176,176,176
173,173,173
177,177,177
173,173,173
167,167,167
167,167,167
169,169,169
173,173,173
164,164,164
160,160,160
160,160,160
156,156,156
151,151,151
143,143,143
141,141,141
147,147,147
143,143,143
134,134,134
135,135,135
137,137,137
138,138,138
129,129,129
133,133,133
138,138,138
135,135,135
117,117,117
125,125,125
115,115,115
107,107,107
112,112,112
111,111,111
120,120,120
124,124,124
118,118,118
126,126,126
122,122,122
118,118,118
121,121,121
121,121,121
122,122,122
118,118,118
115,115,115
111,111,111
129,129,129
133,133,133
143,143,143
143,143,143
143,143,143
133,133,133
141,141,141
147,147,147
148,148,148
147,147,147
139,139,139
137,137,137
135,135,135
137,137,137
130,130,130
117,117,117
107,107,107
108,108,108
107,107,107
105,105,105
111,111,111
138,138,138
144,144,144
141,141,141
139,139,139
142,142,142
142,142,142
139,139,139
141,141,141
142,142,142
141,141,141
142,142,142
143,143,143
143,143,143
139,139,139
141,141,141
129,129,129
134,134,134
124,124,124
113,113,113
124,124,124
134,134,134
137,137,137
138,138,138
134,134,134
134,134,134
135,135,135
131,131,131
131,131,131
131,131,131
138,138,138
138,138,138
133,133,133
131,131,131
134,134,134
135,135,135
134,134,134
135,135,135
134,134,134
131,131,131
137,137,137
133,133,133
134,134,134
133,133,133
131,131,131
133,133,133
133,133,133
133,133,133
130,130,130
130,130,130
129,129,129
133,133,133
135,135,135
133,133,133
129,129,129
129,129,129
128,128,128
131,131,131
131,131,131
129,129,129
131,131,131
128,128,128
130,130,130
128,128,128
129,129,129
126,126,126
129,129,129
131,131,131
129,129,129
128,128,128
129,129,129
126,126,126
125,125,125
131,131,131
128,128,128
124,124,124
125,125,125
125,125,125
122,122,122
118,118,118
121,121,121
122,122,122
125,125,125
122,122,122
124,124,124
122,122,122
118,118,118
122,122,122
122,122,122
117,117,117
116,116,116
116,116,116
108,108,108
104,104,104
111,111,111
113,113,113
113,113,113
115,115,115
104,104,104
99,99,99
103,103,103
102,102,102
98,98,98
104,104,104
113,113,113
113,113,113
112,112,112
112,112,112
112,112,112
112,112,112
112,112,112
109,109,109
109,109,109
